Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting in Office,"diverse team, office meeting, modern office, conference room, natural light, city view, business, professionals, meeting, discussion, teamwork, collaboration, diversity, inclusion, office space, workplace, corporate, boardroom",3,no
concept_02.jpg,Person Practicing Yoga in Park,"yoga, park, nature, serene, peaceful, sunrise, golden light, wellness, self-care, fitness, exercise, outdoors, lifestyle, healthy living, relaxation, meditation",6,no
concept_03.jpg,Fresh Fruit Salad in Bowl,"fresh fruit, fruit salad, healthy eating, food, nutrition, wellness, colorful, vibrant, appetizing, delicious, summer, salad, bowl, breakfast, snack",7,no
concept_04.jpg,Person Working on Laptop in Coffee Shop,"laptop, coffee shop, remote work, productivity, technology, modern, sleek, focused, busy, coffee, cafe, work, office, freelance",19,no
concept_05.jpg,Serene Mountain Landscape at Sunset,"mountain, landscape, sunset, serene, peaceful, nature, environment, outdoors, scenic, breathtaking, golden light, earth tones, lake, trees",11,no
concept_06.jpg,Diverse Group of Friends in Park,"diverse group, friends, park, laughter, joy, inclusion, diversity, multicultural, ethnicity, age, gender, lifestyle, social, community, togetherness",17,no
concept_07.jpg,Person Meditating on Beach at Sunrise,"meditation, beach, sunrise, peaceful, calming, serene, wellness, self-care, relaxation, mindfulness, nature, outdoors, coastal, seaside",6,no
concept_08.jpg,Person Working Remotely from Home,"remote work, home office, laptop, productivity, focus, cozy, modern, comfortable, work-from-home, freelance, office, workspace",3,no
concept_09.jpg,Freshly Brewed Coffee in Cup,"coffee, freshly brewed, cup, wooden table, coffee beans, spoon, breakfast, morning, beverage, drink, warm, inviting, appetizing",4,no
concept_10.jpg,Wind Farm with Multiple Turbines,"wind farm, renewable energy, sustainability, environment, nature, outdoors, modern, clean, green, turbines, wind power, alternative energy",5,no
