Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals are seated in a modern meeting room, engaged in a discussion. The room is filled with natural light and has a relaxed atmosphere. The team includes a mix of ages, ethn","diverse team, meeting room, modern office, collaboration, inclusion, natural light, warm colors, relaxed atmosphere, professionals, discussion, notes, teamwork, office space, business, corporate, management, leadership, communication","Business/Finance, People",no,no
concept_02.jpg,"A diverse group of people are participating in an outdoor fitness class on a sunny morning in a park. The group includes a mix of ages, ethnicities, and abilities. The scene is set against a backdrop ","outdoor fitness, group class, park setting, diverse group, sunny morning, energetic, motivating, wellness, health, exercise, fitness, lifestyle, recreation, leisure, community, social, activity","Hobbies/Leisure, People",no,no
concept_03.jpg,"A fresh fruit salad is served on a breakfast table, featuring a variety of colorful fruits such as strawberries, blueberries, and grapes. The scene is set against a warm and inviting atmosphere.","fresh fruit salad, breakfast, healthy, refreshing, colorful, strawberries, blueberries, grapes, food, drink, nutrition, wellness, morning, meal, table setting, dining","Food, Still Life",no,no
concept_04.jpg,"A person is working remotely on a laptop in a cozy home office, surrounded by a few productivity tools. The scene is set against a warm and comfortable atmosphere, with a mix of natural and artificial","remote work, home office, laptop, productivity, comfortable, cozy, natural light, artificial light, focus, work, job, career, technology, digital, online, freelance","Business/Finance, Technology",no,no
concept_05.jpg,"A beautiful sunset landscape is captured, featuring a mix of warm and cool colors. The scene includes a few silhouetted trees or hills in the foreground, with a vast open space in the background.","sunset, landscape, nature, environment, beautiful, serene, peaceful, warm colors, cool colors, silhouetted trees, hills, vast open space, scenic, views, outdoor, recreation","Landscapes, Nature",no,no
concept_06.jpg,"A diverse group of friends are laughing and having fun together, featuring a mix of ages, ethnicities, and abilities. The scene is set against a warm and inviting atmosphere.","diverse group, friends, laughing, having fun, inclusive, joyful, warm, inviting, atmosphere, diversity, inclusion, social, community, relationships, connection, togetherness","People, Lifestyle",no,no
concept_07.jpg,"A person is meditating in a natural outdoor setting, surrounded by trees and greenery. The scene is set against a peaceful and calming atmosphere, with a mix of natural light and shadows.","meditation, outdoor, nature, relaxation, calming, peaceful, serene, contemplative, wellness, self-care, mindfulness, yoga, fitness, health, lifestyle","Health/Wellness, Nature",no,no
concept_08.jpg,"A person is working on a laptop in a coffee shop, surrounded by a bustling atmosphere. The scene is set against a warm and inviting atmosphere, with a mix of natural and artificial light.","remote work, coffee shop, laptop, productivity, bustling, atmosphere, warm, inviting, natural light, artificial light, focus, work, job, career, technology, digital, online, freelance","Business/Finance, Technology",no,no
concept_09.jpg,"A group of students are studying together in a library, surrounded by books and academic resources. The scene is set against a warm and welcoming atmosphere, with a mix of ages and ethnicities.","students, library, studying, books, academic, resources, focused, intellectual, warm, welcoming, atmosphere, education, learning, knowledge, scholarship, university, college","Education, People",no,no
concept_10.jpg,"A person is wearing a virtual reality headset, surrounded by a futuristic and high-tech atmosphere. The scene is set against a backdrop of bright and dark colors, with a sense of innovation and experi","virtual reality, headset, futuristic, high-tech, innovation, experimentation, cutting-edge, technology, device, gaming, entertainment, education, training, simulation","Technology, Gadgets",no,no
