Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Business Team Meeting Discussion,"business, meeting, diverse, team, office, conference, room, discussion, professionals, modern, city, view, wooden, table, seated, engaged, positive, mood, bright, lighting, pastel, color, palette",3,no
concept_02.jpg,Woman Meditating in Nature Landscape,"woman, meditating, outdoor, nature, landscape, relaxation, serene, peaceful, earth, tone, color, palette, greenery, lake, calm, water, rock, seated, eyes, closed, hands, pose",6,no
concept_03.jpg,Vegetarian Salad Bowl with Fresh Vegetables,"salad, vegetarian, bowl, colorful, vegetables, fresh, herbs, citrus, vinaigrette, dressing, appetizing, vibrant, natural, lighting, shallow, depth, field, warm, color, palette, inviting, mood",7,no
concept_04.jpg,Man Working Remotely on Laptop Outdoor Cafe,"man, working, remotely, laptop, outdoor, cafe, modern, flexible, work, bright, airy, lighting, pastel, color, palette, relaxed, mood, low-angle, shot, couch, coffee, greenery, cityscape",19,no
concept_05.jpg,Sunset over Mountain Range with Lake,"sunset, mountain, range, beautiful, dramatic, warm, golden, lighting, vibrant, color, palette, majestic, mood, panoramic, shot, forests, lake, serene, environment",11,no
concept_06.jpg,Diverse Group of Friends Standing Together,"diverse, group, friends, cultures, ethnicities, vibrant, inclusive, bright, colorful, lighting, diverse, color, palette, joyful, mood, medium-angle, shot, standing, smiling, urban, cityscape",17,no
concept_07.jpg,Woman Practicing Yoga on Beach at Sunrise,"woman, yoga, beach, serene, peaceful, soft, warm, lighting, natural, color, palette, relaxed, mood, low-angle, shot, downward-facing, dog, pose, ocean, clear, sky, sunrise",6,no
concept_08.jpg,Man Working from Home with Laptop and Coffee,"man, working, home, laptop, modern, comfortable, soft, warm, lighting, pastel, color, palette, relaxed, mood, medium-angle, shot, couch, coffee, cozy, living, room, city, view",19,no
concept_09.jpg,Person Holding a Recycling Bin in a Park,"person, holding, recycling, bin, responsible, eco-friendly, bright, natural, lighting, green, color, palette, positive, mood, medium-angle, shot, standing, park, green, background, trees, clear, sky",5,no
concept_10.jpg,Diverse Group of People with Disabilities Standing Together,"diverse, group, people, disabilities, vibrant, inclusive, bright, colorful, lighting, diverse, color, palette, joyful, mood, medium-angle, shot, standing, smiling, urban, cityscape, inclusion, diversity",17,no
