Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Collaborating In Office,"diverse team, office meeting, collaboration, conference room, professional, business, corporate, modern, natural light, wooden table, laptops, notebooks, water bottles, ethnic diversity, inclusion, teamwork, communication, leadership",13,no
concept_02.jpg,Woman Meditating In Nature Outdoor,"meditation, outdoor, nature, woman, yoga, relaxation, wellness, self-care, mindfulness, peaceful, calming, serene, mountains, lake, golden hour, misty, rocky cliff, comfortable attire",6,no
concept_03.jpg,Fresh Fruit Salad In Bowl,"fruit salad, fresh, healthy, exotic fruits, pineapple, kiwi, mango, colorful, vibrant, still life, food, drink, refreshing, summer, tropical, delicious, nutritious, wellness",7,no
concept_04.jpg,Person Holding Smartphone In City,"smartphone, person, city, technology, modern, sleek, connected, tech-savvy, casual, trendy, focused, blurred background, urban, mobile, device, screen, reflection, innovation",19,no
concept_05.jpg,Serene Mountain Landscape With Valley,"mountain, landscape, serene, peaceful, awe-inspiring, majestic, misty valley, golden hour, soft lighting, warm colors, nature, environment, outdoor, travel, adventure, explore, majestic mountains",11,no
concept_06.jpg,Diverse Group Of Friends Laughing Together,"diverse group, friends, laughing, fun, inclusive, joyful, vibrant, lively, outdoor, park, greenery, natural light, ethnic diversity, age diversity, ability diversity, social, community, togetherness",17,no
concept_07.jpg,Woman Practicing Yoga Indoors Alone,"yoga, woman, indoor, practice, relaxing, meditative, serene, peaceful, calm, mininalist, comfortable attire, focused expression, self-care, wellness, mindfulness, balance, harmony",6,no
concept_08.jpg,Person Working On Laptop Outdoors,"remote work, laptop, outdoor, flexible, modern, productive, relaxed, park, greenery, natural light, casual attire, focused expression, work-life balance, freelance, entrepreneur, digital nomad",19,no
concept_09.jpg,Person Holding Piggy Bank With Savings,"piggy bank, savings, person, financial, motivational, nostalgic, hopeful, optimistic, accomplishment, coins, documents, money, wealth, prosperity, security, stable, growth",3,no
concept_10.jpg,Diverse Group Of People In Wheelchairs Socializing,"diverse group, people, wheelchairs, socializing, fun, inclusive, joyful, empowering, outdoor, park, greenery, natural light, ethnic diversity, age diversity, ability diversity, disability, accessibility, inclusion",17,no
