Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting In Modern Office,"diverse team, meeting room, modern office, professionals, discussion, laptops, notes, natural light, wooden table, inclusive, business, office, workspace, collaboration, communication, teamwork, leadership, management, corporate, company",3,no
concept_02.jpg,Active Senior Woman Hiking Outdoors,"active senior, woman, outdoors, hiking, nature, athletic, confident, smiling, walking stick, trail, trees, flowers, sunlight, vibrant, healthy, fitness, lifestyle, retirement, age, gender",12,no
concept_03.jpg,Fresh Fruit Salad In A Bowl,"fresh fruit, salad, bowl, kitchen, counter, colorful, appetizing, healthy, food, drink, snack, breakfast, lunch, dinner, vegetarian, vegan, gluten-free, mint, honey, summer",7,no
concept_04.jpg,Young Programmer Coding On Laptop,"young programmer, coding, laptop, books, notes, screens, code, technology, software, development, programming, innovation, startup, entrepreneur, career, job, education, learning",19,no
concept_05.jpg,Serene Mountain Landscape At Dawn,"mountain, landscape, dawn, serene, peaceful, nature, environment, valley, misty, golden light, majestic, trees, rocks, outdoors, scenic, travel, adventure, wilderness, conservation",11,no
concept_06.jpg,Diverse Group Of Friends Outdoors,"diverse, friends, group, outdoors, nature, ethnicities, abilities, unity, friendship, inclusion, diversity, equality, social, justice, community, togetherness, harmony, love, acceptance",17,no
concept_07.jpg,Woman Meditating On The Beach,"woman, meditating, beach, rock, peaceful, serene, calming, wellness, self-care, mindfulness, relaxation, nature, outdoors, seagulls, ocean, waves, sunlight, golden hour",6,no
concept_08.jpg,Remote Worker In A Coffee Shop,"remote worker, coffee shop, laptop, papers, productive, work, office, freelance, flexible, nomad, digital, nomadic, career, job, business, entrepreneur, startup",3,no
concept_09.jpg,Financial Analyst At Work,"financial analyst, office, desk, computer, papers, finance, money, banking, investing, stock market, trading, economy, business, career, job, professional, expertise",3,no
concept_10.jpg,Young Traveler Backpacking In The Mountains,"young traveler, backpacking, mountain, trail, adventure, outdoors, nature, scenic, exciting, exploration, discovery, wanderlust, travel, explore, expedition, trekking, hiking",21,no
