Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse business professionals gathered around a conference table, engaged in a discussion and taking notes, in a modern and sleek office environment.","diverse team, business meeting, office environment, modern conference room, collaboration, communication, teamwork, diversity, inclusion, business professionals, meeting room, conference table, office furniture, sleek office, modern office, professional setting, business discussion, team discussion, group meeting","Business/Finance, People",no,no
concept_02.jpg,"A diverse family of four, including parents and two children, enjoying a picnic together in a park or outdoor setting, surrounded by trees and greenery.","diverse family, outdoor picnic, family time, quality time, park setting, greenery, trees, family fun, relaxation, leisure, recreation, outdoor activities, family bonding, picnic blanket, food and drink, outdoor dining, family enjoyment","People, Lifestyle",no,no
concept_03.jpg,"A healthy breakfast meal prep spread, including a variety of fruits, yogurt, and granola, arranged on a kitchen counter or table.","healthy breakfast, meal prep, food spread, fruits, yogurt, granola, kitchen scene, healthy eating, nutrition, wellness, breakfast ideas, meal preparation, food and drink, healthy habits, breakfast routine","Food and Drink, Lifestyle",no,no
concept_04.jpg,"A remote work setup with a laptop, keyboard, and mouse, on a minimalist desk or table, in a modern and sleek environment.","remote work, laptop setup, minimalist desk, modern workspace, productivity, focus, work from home, remote office, technology, computer setup, workspace organization, home office, office setup, remote worker","Business/Finance, Technology",no,no
concept_05.jpg,"A serene and breathtaking mountain landscape scene, with snow-capped peaks, trees, and a lake, in a natural and untouched environment.","mountain landscape, serene scenery, snow-capped peaks, trees, lake, nature, environment, peaceful atmosphere, calming scene, outdoor scenery, landscape photography, wilderness, mountain range, natural beauty","Nature, Landscapes",no,no
concept_06.jpg,"A diverse group of friends, including people with disabilities, sitting on a couch, laughing and chatting together, in a warm and inviting environment.","diverse group, friendship, inclusion, disability, diversity, equality, social group, friends laughing, social interaction, community, inclusivity, friendship goals, diverse friends, social connections","People, Lifestyle",no,no
concept_07.jpg,"A peaceful and calming mindful meditation setup, including a yoga mat, candles, and plants, in a serene and meditative environment.","mindful meditation, meditation setup, yoga mat, candles, plants, wellness, self-care, relaxation, calmness, serenity, mindfulness, meditation practice, inner peace, peaceful atmosphere","Health and Wellness, Lifestyle",no,no
concept_08.jpg,"A warm and inviting home office workspace, with a desk, chair, and laptop, surrounded by plants and books, in a cozy and comfortable environment.","home office, remote work, workspace, desk, chair, laptop, plants, books, productivity, focus, work from home, home workspace, office setup, remote office, cozy atmosphere","Business/Finance, Lifestyle",no,no
concept_09.jpg,"A diverse family, including people of different ages and abilities, gathered around a dinner table, laughing and chatting together, in a warm and festive holiday environment.","diverse family, holiday gathering, dinner table, celebration, holiday season, family time, quality time, together, joyful atmosphere, festive decorations, holiday traditions, family dinner, celebratory mood","People, Lifestyle",no,no
concept_10.jpg,"A modern and sleek office workspace, with a desk, chair, and computer, surrounded by modern decor and furniture, in a professional and efficient environment.","modern office, workspace, desk, chair, computer, office setup, modern decor, furniture, productivity, focus, workplace, office environment, professional setting, efficient workspace","Business/Finance, Technology",no,no
