Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Business Team Meeting Together,"diverse team, business meeting, office environment, modern conference room, collaboration, communication, teamwork, diversity, inclusion, business professionals, meeting room, conference table, office furniture, sleek office, modern office, professional setting, business discussion, team discussion, group meeting",3,no
concept_02.jpg,Diverse Family Enjoying Outdoor Picnic,"diverse family, outdoor picnic, family time, quality time, park setting, greenery, trees, family fun, relaxation, leisure, recreation, outdoor activities, family bonding, picnic blanket, food and drink, outdoor dining, family enjoyment",12,no
concept_03.jpg,Healthy Breakfast Meal Prep Spread,"healthy breakfast, meal prep, food spread, fruits, yogurt, granola, kitchen scene, healthy eating, nutrition, wellness, breakfast ideas, meal preparation, food and drink, healthy habits, breakfast routine",7,no
concept_04.jpg,Remote Worker Laptop and Keyboard,"remote work, laptop setup, minimalist desk, modern workspace, productivity, focus, work from home, remote office, technology, computer setup, workspace organization, home office, office setup, remote worker",19,no
concept_05.jpg,Serene Mountain Landscape with Lake,"mountain landscape, serene scenery, snow-capped peaks, trees, lake, nature, environment, peaceful atmosphere, calming scene, outdoor scenery, landscape photography, wilderness, mountain range, natural beauty",11,no
concept_06.jpg,Diverse Group of Friends Laughing Together,"diverse group, friendship, inclusion, disability, diversity, equality, social group, friends laughing, social interaction, community, inclusivity, friendship goals, diverse friends, social connections",17,no
concept_07.jpg,Mindful Meditation Setup with Candles,"mindful meditation, meditation setup, yoga mat, candles, plants, wellness, self-care, relaxation, calmness, serenity, mindfulness, meditation practice, inner peace, peaceful atmosphere",6,no
concept_08.jpg,Cozy Home Office Workspace with Plants,"home office, remote work, workspace, desk, chair, laptop, plants, books, productivity, focus, work from home, home workspace, office setup, remote office, cozy atmosphere",3,no
concept_09.jpg,Diverse Family Holiday Dinner Together,"diverse family, holiday gathering, dinner table, celebration, holiday season, family time, quality time, together, joyful atmosphere, festive decorations, holiday traditions, family dinner, celebratory mood",12,no
concept_10.jpg,Modern Office Workspace with Computer,"modern office, workspace, desk, chair, computer, office setup, modern decor, furniture, productivity, focus, workplace, office environment, professional setting, efficient workspace",3,no
