Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting in Modern Office,"diverse team, meeting room, conference room, modern office, collaboration, inclusion, diversity, business, office, professionals, teamwork, communication, leadership, management, corporate, company, organization, workspace",13,no
concept_02.jpg,Family Enjoying Outdoor Picnic in Park,"family picnic, outdoor recreation, park, sunny day, happy family, lifestyle, leisure, relaxation, nature, environment, green space, parents, children, togetherness, love, joy, happiness",12,no
concept_03.jpg,Fresh and Healthy Salad Bowl with Vegetables,"salad bowl, healthy food, fresh vegetables, fruits, nuts, wellness, self-care, nutrition, diet, lifestyle, foodie, cuisine, gourmet, delicious, appetizing, refreshing",7,no
concept_04.jpg,Person Working Remotely on Laptop in Coffee Shop,"remote work, laptop, coffee shop, productivity, focus, relaxation, freelance, digital nomad, work-life balance, technology, gadget, device, wireless, mobile, coffee, cafe",19,no
concept_05.jpg,Serene Mountain Lake with Trees and Mountains,"mountain lake, serene landscape, nature, environment, conservation, ecology, wildlife, scenic, breathtaking, relaxing, calming, peaceful, tranquil, mountains, trees, lake, water",11,no
concept_06.jpg,Diverse Group of Friends Socializing in Park,"diverse group, friends, socializing, park, inclusion, diversity, lifestyle, leisure, relaxation, community, togetherness, love, joy, happiness, people, culture",17,no
concept_07.jpg,Person Meditating in Peaceful Outdoor Setting,"meditation, nature, wellness, self-care, relaxation, calm, serene, peaceful, outdoor, mindfulness, yoga, fitness, health, lifestyle",6,no
concept_08.jpg,Person Working from Home Office on Laptop,"remote work, home office, laptop, productivity, focus, relaxation, freelance, digital nomad, work-life balance, technology, gadget, device, wireless, mobile",3,no
concept_09.jpg,Person Hiking in Beautiful and Rugged Landscape,"hiking, landscape, adventure, travel, nature, outdoor, recreation, leisure, relaxation, explore, discover, wilderness, mountains, valley, trail",21,no
concept_10.jpg,Modern Office Space with Coworkers and Technology,"modern office, coworkers, collaboration, innovation, technology, business, office, company, organization, workspace, productivity, focus, relaxation, freelance, digital nomad, work-life balance",3,no
