Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Collaborating In Office,"office, meeting, team, diverse, collaboration, business, professionals, conference, room, modern, city, view, natural, light, discussion, engagement, productivity, workplace, corporate",3,no
concept_02.jpg,Person Meditating On Coastline,"meditation, outdoors, coastline, relaxation, nature, serene, peaceful, calm, wellness, self-care, mindfulness, ocean, waves, seagulls, rocky, shore, solitude",11,no
concept_03.jpg,Fresh Fruit Salad In Bowl,"fruit, salad, bowl, fresh, colorful, healthy, food, breakfast, snack, lunch, dinner, dessert, appetizing, delicious, nutrition, wellness, vibrant",7,no
concept_04.jpg,Person Working On Laptop In Coworking Space,"laptop, work, coworking, space, modern, minimalist, productivity, focus, technology, computer, typing, keyboard, desk, office, remote, work-from-home",19,no
concept_05.jpg,Serene Mountain Landscape At Sunrise,"mountain, landscape, serene, peaceful, nature, sunrise, snow-capped, misty, valleys, river, trees, forested, scenic, breathtaking, environment, conservation",11,no
concept_06.jpg,Diverse Group Of Friends Having Picnic,"diverse, group, friends, picnic, park, outdoors, nature, fun, laughter, joy, inclusion, diversity, community, togetherness, celebration, lively, vibrant",13,no
concept_07.jpg,Person Practicing Yoga In Studio,"yoga, practice, studio, peaceful, serene, calm, wellness, self-care, fitness, health, mindfulness, relaxation, flexibility, balance, strength",6,no
concept_08.jpg,Person Working From Home In Living Room,"work, from, home, living, room, remote, laptop, desk, cozy, inviting, focus, productivity, flexibility, comfort, relaxation, work-life, balance",3,no
concept_09.jpg,Person Running Outdoors In Park,"running, outdoors, park, fitness, health, wellness, exercise, energy, dynamic, fast-paced, exhilarating, nature, scenic, athletic, active",18,no
concept_10.jpg,Beautiful Sunset Landscape With Mountains,"sunset, landscape, mountains, lake, serene, peaceful, nature, environment, conservation, scenic, breathtaking, golden, hour, warm, light, clouds",11,no
