Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Business Team Meeting Discussion,"diverse team, meeting room, business discussion, conference table, office setting, city view, natural light, modern office, professionals, diversity, inclusion, teamwork, collaboration, leadership, strategy, planning, communication, corporate",3,no
concept_02.jpg,Senior Adult Hiking in Nature Reserve,"senior adult, hiking, outdoors, nature reserve, scenic trail, green trees, stream, relaxation, wellness, fitness, adventure, travel, leisure, retirement, active senior, healthy aging",9,no
concept_03.jpg,Fresh Fruit Salad with Assorted Fruits,"fruit salad, fresh fruit, healthy eating, colorful food, assorted fruits, strawberries, blueberries, grapes, pineapple, mint leaves, natural lighting, marble table, food presentation, restaurant, cafe, breakfast, brunch",7,no
concept_04.jpg,Young Professional Working from Home Office,"young professional, remote work, home office, laptop, cozy workspace, natural lighting, minimalistic decor, relaxed atmosphere, focus, productivity, flexibility, work-life balance, technology, entrepreneur, freelancer",19,no
concept_05.jpg,Mountain Lake at Sunrise with Reflection,"mountain lake, sunrise, serene landscape, nature, environment, calm water, majestic mountains, lush green trees, misty atmosphere, peaceful scenery, travel, adventure, relaxation, wellness, conservation",11,no
concept_06.jpg,Diverse Group of Friends Embracing Together,"diverse friends, laughter, inclusion, diversity, embrace, warm sunlight, vibrant colors, joyful atmosphere, heartwarming moment, friendship, community, acceptance, love, celebration, togetherness",13,no
concept_07.jpg,Person Meditating in a Serene Natural Setting,"mindfulness, meditation, nature setting, peaceful atmosphere, serene landscape, self-care, relaxation, inner peace, calmness, wellness, health, mental health, spirituality, connection with nature",6,no
concept_08.jpg,Productive Home Office Workspace with Laptop,"home office, remote work, productivity, workspace, laptop, natural lighting, minimalistic decor, organized, comfortable, functional, focus, flexibility, work-life balance, technology, entrepreneur, freelancer",3,no
concept_09.jpg,Person Shopping with Reusable Bags and Fresh Produce,"eco-friendly, sustainable living, reusable bags, shopping, local market, grocery store, natural lighting, vibrant colors, environmental awareness, reduce waste, conservation, green living, healthy lifestyle, community",5,no
concept_10.jpg,Diverse Workplace Team Celebrating Together,"diverse team, inclusive workplace, celebration, milestone, achievement, warm lighting, vibrant colors, joyful atmosphere, teamwork, camaraderie, diversity, inclusion, equality, respect, appreciation",13,no
