Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals seated around a conference table engaged in a discussion, with a city view in the background, modern office setting, natural light, various ages and ethnicities repres","diverse team, meeting room, business discussion, conference table, office setting, city view, natural light, modern office, professionals, diversity, inclusion, teamwork, collaboration, leadership, strategy, planning, communication, corporate","Business, Office",no,no
concept_02.jpg,"A senior adult hiking alone on a scenic trail surrounded by lush greenery and a gentle stream, wearing appropriate outdoor gear, looking determined and enjoying the scenery, warm sunlight, beautiful l","senior adult, hiking, outdoors, nature reserve, scenic trail, green trees, stream, relaxation, wellness, fitness, adventure, travel, leisure, retirement, active senior, healthy aging","Lifestyle, Travel",no,no
concept_03.jpg,"A colorful fruit salad arranged on a marble table, featuring a variety of fresh fruits including strawberries, blueberries, grapes, and pineapple, garnished with mint leaves, natural lighting, appetiz","fruit salad, fresh fruit, healthy eating, colorful food, assorted fruits, strawberries, blueberries, grapes, pineapple, mint leaves, natural lighting, marble table, food presentation, restaurant, cafe, breakfast, brunch","Food, Drink",no,no
concept_04.jpg,"A young professional working on a laptop in a cozy home office, surrounded by minimalistic decor, natural lighting, focused expression, with a cup of coffee and a notebook, comfortable workspace, remo","young professional, remote work, home office, laptop, cozy workspace, natural lighting, minimalistic decor, relaxed atmosphere, focus, productivity, flexibility, work-life balance, technology, entrepreneur, freelancer","Technology, Business",no,no
concept_05.jpg,"A serene mountain lake at sunrise, surrounded by lush green trees and majestic mountains, soft pink and blue hues, misty atmosphere, calm water, peaceful scenery, beautiful landscape, natural wonder.","mountain lake, sunrise, serene landscape, nature, environment, calm water, majestic mountains, lush green trees, misty atmosphere, peaceful scenery, travel, adventure, relaxation, wellness, conservation","Nature, Landscapes",no,no
concept_06.jpg,"A diverse group of friends, different ages, ethnicities, and abilities, laughing and embracing each other, warm sunlight, joyful atmosphere, vibrant colors, heartwarming moment, celebration of diversi","diverse friends, laughter, inclusion, diversity, embrace, warm sunlight, vibrant colors, joyful atmosphere, heartwarming moment, friendship, community, acceptance, love, celebration, togetherness","Lifestyle, People",no,no
concept_07.jpg,"A person meditating in a peaceful natural setting, surrounded by trees, rocks, and a gentle stream, soft natural lighting, calming colors, serene atmosphere, mindfulness, self-care, relaxation, and in","mindfulness, meditation, nature setting, peaceful atmosphere, serene landscape, self-care, relaxation, inner peace, calmness, wellness, health, mental health, spirituality, connection with nature","Wellness, Nature",no,no
concept_08.jpg,"A productive home office workspace with a desk, chair, and laptop, natural lighting, minimalistic decor, organized workspace, comfortable and functional, perfect for remote work, focus, and productivi","home office, remote work, productivity, workspace, laptop, natural lighting, minimalistic decor, organized, comfortable, functional, focus, flexibility, work-life balance, technology, entrepreneur, freelancer","Business, Office",no,no
concept_09.jpg,"A person shopping with reusable bags, at a local market or grocery store, natural lighting, vibrant colors, eco-friendly atmosphere, sustainable lifestyle, reducing waste, and promoting environmentall","eco-friendly, sustainable living, reusable bags, shopping, local market, grocery store, natural lighting, vibrant colors, environmental awareness, reduce waste, conservation, green living, healthy lifestyle, community","Lifestyle, Environment",no,no
concept_10.jpg,"A diverse and inclusive workplace team gathering, celebrating a milestone or achievement, warm lighting, vibrant colors, joyful atmosphere, teamwork, camaraderie, and celebration of diversity and incl","diverse team, inclusive workplace, celebration, milestone, achievement, warm lighting, vibrant colors, joyful atmosphere, teamwork, camaraderie, diversity, inclusion, equality, respect, appreciation","Business, People",no,no
