Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting In Office,"diverse team, meeting room, office, collaboration, business, conference, table, laptops, notebooks, cityscape, window, bright, airy, professional, teamwork, communication, leadership, management, corporate, company",3,no
concept_02.jpg,Senior Woman Hiking Outdoors,"senior woman, hiking, outdoors, mountains, nature, adventure, active, energy, vibrant, golden, warm, earthly, carefree, freedom, explore, discover, travel, leisure, recreation, fitness, health",12,no
concept_03.jpg,Fresh Fruit Salad In Bowl,"fresh fruit, salad, bowl, healthy, food, drink, appetizing, colorful, variety, strawberries, blueberries, grapes, pineapple, minimalist, white, background, clean, natural, soft, lighting, pastel, colors, textures",7,no
concept_04.jpg,Young Programmer Coding On Computer,"young programmer, coding, computer, screen, desktop, ergonomic, chair, stylish, desk, glasses, casual, outfit, coffee, notes, modern, innovative, cool, neon, lighting, dark, moody, concentrated, intense, focus, programming, development, software",19,no
concept_05.jpg,Serene Forest Landscape With Mist,"serene forest, landscape, misty, fog, trees, canopy, sunbeams, natural, lighting, earthy, color palette, calm, relaxing, peaceful, majestic, grandeur, tranquility, nature, environment, outdoors, wildlife, ecology, conservation",11,no
concept_06.jpg,Diverse Group Of Friends Together,"diverse group, friends, together, smiling, laughing, urban, city, skyscrapers, street art, modern, vibrant, energetic, warm, natural, lighting, bright, colorful, color palette, joyful, inclusive, unity, inclusivity, diversity, culture, ethnicity, friendship, community",13,no
concept_07.jpg,Woman Practicing Yoga Outdoors,"woman, yoga, outdoors, nature, calm, peaceful, serene, relaxed, meditative, earthly, color palette, warm, soft, lighting, trees, lake, background, yoga mat, props, wellness, self-care, fitness, health, mindfulness, relaxation, inner peace",6,no
concept_08.jpg,Remote Worker At Coffee Shop,"remote worker, coffee shop, laptop, papers, glasses, casual, outfit, focused, work, cup, coffee, snacks, modern, trendy, cool, natural, lighting, bright, colorful, color palette, productive, relaxed, remote work, freelance, digital nomad, flexible, workplace",3,no
concept_09.jpg,Happy Family Playing Together,"happy family, playing, laughing, together, park, environment, bright, colorful, warm, natural, lighting, pastel, color palette, happy, carefree, mood, family, relationships, love, joy, fun, play, children, parents, togetherness, bonding, happiness",12,no
concept_10.jpg,Beautiful Sunset Landscape With Lake,"beautiful sunset, landscape, hills, lake, foreground, stunning sky, vibrant colors, clouds, background, warm, golden, lighting, earthy, color palette, peaceful, serene, mood, nature, environment, outdoors, wildlife, ecology, conservation, scenic, views, travel, leisure, recreation",11,no
