Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals are seated in a modern conference room, engaged in a discussion, with laptops and notebooks open on the table. The room has a city view and a warm atmosphere.","office, meeting, team, diverse, business, conference, room, modern, city, view, laptops, notebooks, professionals, discussion, warm, atmosphere, collaboration, communication, workplace","Business/Finance, People",no,no
concept_02.jpg,"A senior woman is walking in a park, surrounded by lush green trees and blooming flowers, with a smile on her face. The scene is set in a vibrant outdoor environment with soft natural light.","senior, woman, outdoors, park, walking, happy, smiling, nature, green, trees, flowers, blooming, vibrant, active, lifestyle, wellness, fitness, health, age, positive","People, Lifestyle",no,no
concept_03.jpg,"A bowl of fresh fruit, yogurt, granola, and honey is placed on a clean and minimalist background, with a variety of colorful fruits and a drizzle of honey on top.","fruit, yogurt, bowl, breakfast, healthy, food, fresh, colorful, granola, honey, delicious, appetizing, inviting, nutrition, wellness, diet, morning, meal","Food and Drink, Still Life",no,no
concept_04.jpg,"A young programmer is seated in front of a laptop and multiple screens, focused on coding, with a cityscape outside the window at night. The scene is set in a dimly lit room with a cool atmosphere.","programmer, young, coding, laptop, screens, night, city, view, dim, lighting, cool, atmosphere, intense, focused, tech, technology, development, software, engineer","Business/Finance, Technology",no,no
concept_05.jpg,"A mountain range is set against a misty atmosphere at dawn, with a lake in the foreground and soft natural light. The scene is serene and peaceful, with a warm atmosphere.","mountain, landscape, dawn, serene, peaceful, nature, environment, misty, atmosphere, soft, light, warm, color, palette, panoramic, view, lake, foreground, scenic, outdoor","Nature, Landscapes",no,no
concept_06.jpg,"A diverse group of friends are laughing and having fun together, with a mix of ages, ethnicities, and abilities, in a city park. The scene is set in a vibrant and joyful atmosphere with natural light.","diverse, group, friends, laughing, together, fun, city, park, vibrant, joyful, atmosphere, natural, light, bright, color, palette, inclusive, diversity, equality, community","People, Lifestyle",no,no
concept_07.jpg,"A woman is practicing yoga in a peaceful outdoor environment, surrounded by trees and flowers. The scene is set in a serene and calm atmosphere with soft natural light.","yoga, woman, outdoors, nature, peaceful, serene, calm, atmosphere, soft, light, warm, color, palette, wellness, self-care, fitness, health, relaxation, mindfulness","Health and Wellness, Lifestyle",no,no
concept_08.jpg,"A person is working on a laptop in a cozy home office, with a comfortable and organized workspace, and a bookshelf and plants in the background. The scene is set in a warm and inviting atmosphere with","remote, work, home, office, person, laptop, comfortable, organized, workspace, bookshelf, plants, background, cozy, warm, inviting, atmosphere, productivity, focus, flexibility","Business/Finance, Lifestyle",no,no
concept_09.jpg,"A student is studying with a tablet device, surrounded by a mix of digital and physical materials, in a library or classroom. The scene is set in a modern and educational atmosphere with soft natural ","student, studying, tablet, device, digital, physical, materials, library, classroom, modern, educational, atmosphere, soft, light, bright, color, palette, learning, knowledge, education","Education, Technology",no,no
concept_10.jpg,"A diverse group of professionals are working together in a coworking space, with laptops and notebooks open, and a city view outside the window. The scene is set in a vibrant and modern atmosphere wit","coworking, space, diverse, professionals, working, together, laptops, notebooks, open, city, view, vibrant, modern, atmosphere, natural, light, collaborative, community, innovation, entrepreneurship","Business/Finance, People",no,no
