Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Collaborating in Office,"office, meeting, diverse, team, collaboration, modern, conference, room, cityscape, business, professional, workplace, communication, discussion, laptop, screen, city, view, window, table",3,no
concept_02.jpg,Young Couple Hiking in Nature,"outdoor, hike, couple, nature, adventure, young, diverse, mountain, trail, trees, sky, warm, lighting, landscape, freedom, leisure, activity, recreation, exercise, fitness",9,no
concept_03.jpg,Fresh Fruit Salad in Bowl,"food, fruit, salad, bowl, fresh, healthy, colorful, still-life, mineral, water, nutrition, wellness, breakfast, lunch, dinner, snack, dessert, tasty, delicious",7,no
concept_04.jpg,Person Working on Laptop in Office,"technology, laptop, work, office, person, workspace, modern, minimalist, background, natural, lighting, focus, cityscape, window, desk, computer, business, professional",19,no
concept_05.jpg,Scenic Mountain Landscape at Sunset,"nature, environment, mountain, landscape, scenic, panoramic, sunset, grandeur, warm, lighting, vast, open, space, trees, sky, breathtaking, beautiful, majestic",11,no
concept_06.jpg,Diverse Group of Friends Having Fun,"diversity, inclusion, friends, group, social, vibrant, community, laughing, fun, ethnicities, abilities, park, outdoor, setting, together, unity, equality, love",17,no
concept_07.jpg,Person Meditating on Beach at Sunrise,"wellness, self-care, meditation, beach, ocean, calm, relaxation, peaceful, serene, sunrise, nature, outdoor, mindfulness, yoga, fitness, health",6,no
concept_08.jpg,Person Working from Home Office,"remote, work, home, office, person, laptop, desk, modern, minimalist, background, natural, lighting, focus, bookshelf, plants, comfortable, productive, flexible",3,no
concept_09.jpg,New Year's Eve Party Celebration,"celebration, holiday, New Year's Eve, party, fireworks, confetti, vibrant, festive, joy, energy, excitement, crowd, people, fun, laughter, cheers, countdown",15,no
concept_10.jpg,Diverse Group of Students in Classroom,"diversity, inclusion, students, group, educational, vibrant, community, learning, interacting, ethnicities, abilities, classroom, setting, together, unity, equality, education",17,no
