Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals seated around a meeting table, engaged in discussion and collaboration, with laptops and notebooks open, in a modern office setting with a city view.","diverse team, meeting room, collaboration, office, business, professionals, laptops, notebooks, cityscape, windows, wooden table, teamwork, communication, diversity, inclusion, corporate, workspace, modern","Business/Finance, People",no,no
concept_02.jpg,"A young woman meditating on a rocky cliff, surrounded by a breathtaking landscape and a misty atmosphere, in a peaceful and serene outdoor setting.","meditation, outdoor, nature, woman, relaxation, wellness, mental health, peaceful, serene, landscape, rocky cliff, misty, atmosphere, yoga, mindfulness, self-care, solitude, calm","Hobbies/Leisure, Environment/Conservation",no,no
concept_03.jpg,"A selection of delicious pastries and a cup of coffee on a rustic wooden table, in a cozy and inviting coffee shop setting.","coffee, pastries, coffee shop, breakfast, brunch, delicious, food, drink,  Wooden table, rustic, cozy, inviting, warm, golden, appetizing, bakery, cafe, morning","Food, Drinks",no,no
concept_04.jpg,"A person working on a laptop in a park, surrounded by a modern cityscape and a green environment, in a productive and futuristic outdoor setting.","laptop, outdoor, park, cityscape, work, remote, productivity, technology, modern, futuristic, cool, blue, wide-angle, eye-level, green, environment, nature","Technology, People",no,no
concept_05.jpg,"A breathtaking mountain landscape at sunset, with a majestic mountain range and a peaceful lake in the foreground, in a serene and natural environment.","mountain, landscape, sunset, lake, nature, environment, peaceful, serene, breathtaking, majestic, golden, warm, wide-angle, low-angle, vibrant, colorful, scenic, outdoor","Landscapes, Environment/Conservation",no,no
concept_06.jpg,"A diverse group of friends laughing and having fun together, in a joyful and vibrant outdoor setting, with a park or green environment in the background.","diverse, group, friends, laughing, fun, joyful, vibrant, outdoor, park, green, environment, nature, happy, smiling, together, inclusion, diversity, culture","People, Hobbies/Leisure",no,no
concept_07.jpg,"A woman practicing yoga on a beach at sunrise, surrounded by a calm ocean and a clear sky, in a serene and peaceful outdoor setting.","yoga, beach, woman, relaxation, wellness, self-care, peaceful, serene, calm, ocean, sunrise, soft, warm, wide-angle, low-angle, calming, relaxing, mindfulness","Hobbies/Leisure, Environment/Conservation",no,no
concept_08.jpg,"A person working on a laptop in a coffee shop, surrounded by a cozy and inviting atmosphere, with a cup of coffee and a few papers on a small table.","laptop, cafe, coffee shop, work, remote, productivity, technology, modern, cozy, inviting, warm, rich, shallow, eye-level, coffee, papers, table, freelance","Business/Finance, People",no,no
concept_09.jpg,"A couple hiking in a beautiful mountain landscape, surrounded by a majestic mountain range and a serene lake, in a breathtaking and adventurous outdoor setting.","hiking, couple, mountain, landscape, lake, adventure, travel, nature, outdoor, breathtaking, majestic, serene, cool, crisp, wide-angle, low-angle, vibrant, exciting, excursion","Landscapes, People",no,no
concept_10.jpg,"A diverse team working in an open office space, surrounded by a modern and collaborative atmosphere, with laptops and papers on desks, and a cityscape outside the window.","diverse team, open office, collaboration, work, business, productivity, technology, modern, bright, airy, wide-angle, eye-level, laptops, papers, desks, cityscape, window, corporate, workspace","Business/Finance, People",no,no
