Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team In Modern Conference Room,"diverse team, conference room, meeting, discussion, business, office, modern, professional, mixed-age, mixed-ethnicity, teamwork, collaboration, communication, leadership, management, strategy, planning, company, enterprise",3,no
concept_02.jpg,Young Woman Hiking In Nature,"young woman, hiking, outdoors, nature, mountain, trail, serene, vibrant, earth-tones, adventure, solitude, freedom, fitness, wellness, travel, leisure, recreation, escape, getaway",12,no
concept_03.jpg,Fresh Fruit Salad For Breakfast,"fresh fruit, salad, breakfast, healthy, delicious, colorful, mixed-seasonal, strawberries, blueberries, pineapple, mint, food, nutrition, wellness, morning, meal, dining, cuisine, gastronomy, nourishment",7,no
concept_04.jpg,Man Working Remotely On Laptop,"man, laptop, remote work, outdoors, coffee shop, park, modern, minimalist, workspace, flexible, freelance, entrepreneur, telecommute, digital nomad, productivity, focus, technology, innovation, mobility",19,no
concept_05.jpg,Sunset Over Ocean Horizon,"sunset, ocean, horizon, nature, landscape, serene, peaceful, golden, vibrant, waves, shore, coastal, seaside, beach, travel, leisure, relaxation, calmness, escape, paradise",11,no
concept_06.jpg,Group Of Friends From Different Cultures,"diversity, inclusion, culture, friends, group, vibrant, lively, traditional, clothing, accessories, mixed-age, mixed-ethnicity, joyful, celebration, community, togetherness, acceptance, respect, appreciation, global",13,no
concept_07.jpg,Woman Practicing Yoga At Home,"yoga, woman, home, practice, serene, peaceful, calming, relaxation, wellness, self-care, fitness, health, mindfulness, meditation, breathing, flexibility, strength, balance, inner peace",6,no
concept_08.jpg,Woman Working From Home Office,"woman, home office, remote work, laptop, notebook, plants, modern, organized, focused, productivity, flexibility, freelance, entrepreneur, telecommute, digital nomad, work-from-home, remote, office",3,no
concept_09.jpg,Solar Panels On Rooftop,"solar panels, rooftop, eco-friendly, renewable energy, sustainable, green, innovative, modern, cityscape, landscape, environment, conservation, climate change, energy efficiency, alternative energy, clean energy, eco",5,no
concept_10.jpg,Multicultural Group Of People,"multicultural, group, people, diversity, inclusion, culture, traditional, clothing, accessories, mixed-age, mixed-ethnicity, joyful, celebration, community, togetherness, acceptance, respect, appreciation, global",13,no
