Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals are seated around a wooden table in a modern office meeting room, engaged in a discussion. The room is filled with natural light and has a modern cityscape outside the","office, meeting, diverse, team, collaboration, business, professional, modern, cityscape, natural light, wooden table, friendly, discussion, group, seated, engaged, corporate, company, workplace, workspace","Business, Office",no,no
concept_02.jpg,"A woman is seated on a comfortable couch in a cozy living room, reading a book. The room is filled with soft warm light and has a few plants in the background.","woman, reading, book, relaxation, lifestyle, home, cozy, comfortable, couch, soft light, pastel, calm, plants, living room, leisure, quiet, alone, serene, peaceful, bookworm","Lifestyle, Leisure",no,no
concept_03.jpg,"A bowl of fresh fruit salad with a variety of colorful fruits, such as strawberries, blueberries, and grapes, is placed on a clean wooden table.","fruit, salad, fresh, colorful, vibrant, healthy, food, drink, bowls, wooden table, natural light, bright, appetizing, delicious, nutritious, breakfast, lunch, snack, dessert, wellness","Food, Fruit",no,no
concept_04.jpg,"A person is sitting at a small table in a modern coffee shop, working on a laptop. The coffee shop is filled with soft natural light and has a few people in the background.","laptop, work, coffee shop, modern, natural light, muted, focused, person, table, background, remote work, freelance, startup, entrepreneur, business, technology, coffee, shop, cafe, wi-fi, online","Technology, Computing",no,no
concept_05.jpg,"A breathtaking mountain landscape with a serene lake, surrounded by mountains and trees, is filled with warm golden light.","mountain, landscape, serene, lake, nature, environment, earth, outdoors, golden light, peaceful, panoramic, trees, foreground, background, scenic, beautiful, calm, relaxing, wildlife, conservation, ecology","Nature, Landscapes",no,no
concept_06.jpg,"A diverse group of friends from different ethnicities and abilities are standing together, smiling and laughing, in a modern cityscape.","diverse, group, friends, ethnicities, abilities, inclusion, diversity, vibrant, lively, soft light, bright, joyful, cityscape, background, modern, urban, culture, community, social, together, unity, equality, accessibility","People, Diversity",no,no
concept_07.jpg,"A woman is seated on a rocky cliff, meditating, surrounded by a serene landscape. The scene is filled with soft warm light.","meditation, outdoor, woman, rocky cliff, peaceful, soft light, natural, calm, serene, landscape, background, wellness, self-care, mindfulness, yoga, relaxation, nature, outdoors, solitude, contemplation, inner peace","Wellness, Self-Care",no,no
concept_08.jpg,"A man is seated at a home office desk, working on a desktop computer. The room is filled with soft natural light and has a few books and plants in the background.","home office, man, working, desktop computer, natural light, muted, focused, remote work, freelance, startup, entrepreneur, business, technology, office, work from home, productivity, comfort, flexibility, online, digital","Business, Office",no,no
concept_09.jpg,"A person is holding a wallet and a credit card, with a neutral expression. The scene is filled with soft natural light and has a blurred background.","wallet, credit card, person, holding, finance, money, payment, transaction, secure, natural light, neutral, close-up, detail, personal finance, budgeting, spending, saving, investing, money management, financial planning","Finance, Money",no,no
concept_10.jpg,"A diverse team of professionals are working together in a modern office, surrounded by laptops and papers. The room is filled with soft natural light.","office, team, diverse, working together, collaboration, business, professional, modern, natural light, bright, laptops, papers, background, corporate, company, workplace, workspace, productivity, communication, teamwork, partnership","Business, Office",no,no
