Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Collaborating In Office,"office, meeting, diverse, team, collaboration, business, professional, modern, cityscape, natural light, wooden table, friendly, discussion, group, seated, engaged, corporate, company, workplace, workspace",3,no
concept_02.jpg,Woman Relaxing With A Book At Home,"woman, reading, book, relaxation, lifestyle, home, cozy, comfortable, couch, soft light, pastel, calm, plants, living room, leisure, quiet, alone, serene, peaceful, bookworm",12,no
concept_03.jpg,Fresh Fruit Salad In A Bowl,"fruit, salad, fresh, colorful, vibrant, healthy, food, drink, bowls, wooden table, natural light, bright, appetizing, delicious, nutritious, breakfast, lunch, snack, dessert, wellness",7,no
concept_04.jpg,Person Working On Laptop In Coffee Shop,"laptop, work, coffee shop, modern, natural light, muted, focused, person, table, background, remote work, freelance, startup, entrepreneur, business, technology, coffee, shop, cafe, wi-fi, online",19,no
concept_05.jpg,Serene Mountain Landscape With Lake,"mountain, landscape, serene, lake, nature, environment, earth, outdoors, golden light, peaceful, panoramic, trees, foreground, background, scenic, beautiful, calm, relaxing, wildlife, conservation, ecology",11,no
concept_06.jpg,Diverse Group Of Friends Having Fun,"diverse, group, friends, ethnicities, abilities, inclusion, diversity, vibrant, lively, soft light, bright, joyful, cityscape, background, modern, urban, culture, community, social, together, unity, equality, accessibility",17,no
concept_07.jpg,Woman Meditating Outdoor On Rocky Cliff,"meditation, outdoor, woman, rocky cliff, peaceful, soft light, natural, calm, serene, landscape, background, wellness, self-care, mindfulness, yoga, relaxation, nature, outdoors, solitude, contemplation, inner peace",6,no
concept_08.jpg,Man Working From Home Office Desk,"home office, man, working, desktop computer, natural light, muted, focused, remote work, freelance, startup, entrepreneur, business, technology, office, work from home, productivity, comfort, flexibility, online, digital",3,no
concept_09.jpg,Person Holding Wallet And Credit Card,"wallet, credit card, person, holding, finance, money, payment, transaction, secure, natural light, neutral, close-up, detail, personal finance, budgeting, spending, saving, investing, money management, financial planning",3,no
concept_10.jpg,Diverse Team Working Together In Office,"office, team, diverse, working together, collaboration, business, professional, modern, natural light, bright, laptops, papers, background, corporate, company, workplace, workspace, productivity, communication, teamwork, partnership",3,no
