Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Business Team Meeting Discussion,"business, meeting, team, diverse, office, conference, room, discussion, collaboration, technology, furniture, modern, bright, airy, windows, natural, light, professionals, seated, engaged",3,no
concept_02.jpg,Female Hiker Standing Alone Mountain Trail,"hiker, female, solo, mountain, trail, landscape, nature, outdoors, adventure, hiking, gear, trekking, poles, misty, rolling, hills, majestic, serene, alone",11,no
concept_03.jpg,Colorful Fresh Fruit Salad Bowl,"fruit, salad, bowl, fresh, colorful, vibrant, healthy, refreshing, assorted, strawberries, blueberries, pineapple, mint, yogurt, garnish, natural, lighting",7,no
concept_04.jpg,Male Programmer Working On Laptop,"programmer, male, laptop, working, coding, futuristic, interface, screen, modern, office, focused, concentrated, casual, comfortable, clothing, technology",19,no
concept_05.jpg,Serene Mountain Lake Landscape Scene,"mountain, lake, landscape, serene, peaceful, majestic, lush, green, trees, soft, warm, lighting, calm, reflective, misty, atmosphere, birds, flying",11,no
concept_06.jpg,Diverse Group Of Friends Laughing Together,"diverse, group, friends, laughing, fun, together, warm, natural, lighting, joyful, inclusive, casual, comfortable, clothing, ethnic, cultural, backgrounds, different",13,no
concept_07.jpg,Female Meditating In Outdoor Nature Setting,"meditating, female, outdoor, nature, peaceful, serene, calming, atmosphere, soft, warm, lighting, relaxed, focused, lush, green, trees, birds, flying",6,no
concept_08.jpg,Female Freelancer Working In Coffee Shop,"freelancer, female, working, laptop, coffee, shop, busy, modern, atmosphere, soft, warm, lighting, focused, productive, casual, comfortable, clothing, remote, work",3,no
concept_09.jpg,Male Investor Analyzing Stock Market Data,"investor, male, analyzing, stock, market, data, computer, screen, modern, sleek, office, atmosphere, soft, cool, lighting, serious, concentrated, formal, professional, clothing",3,no
concept_10.jpg,Renewable Energy Wind Turbines Landscape,"renewable, energy, wind, turbines, landscape, majestic, rolling, hills, soft, warm, lighting, serene, sustainable, rotating, slowly, birds, flying, distance",5,no
