Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting in Modern Office,"diverse team, meeting room, modern office, collaboration, business, professionals, city view, laptops, notepads, conference table, wooden table, natural lighting, friendly, collaborative, diversity, inclusion, teamwork, office space",3,no
concept_02.jpg,Person Meditating on Rocky Coastline,"meditation, outdoors, nature, relaxation, wellness, self-care, coastline, rocks, ocean, peaceful, serene, calm, mindfulness, yoga, mental health, outdoor activities, solitude",6,no
concept_03.jpg,Fresh Fruit Salad in a Bowl,"fruit salad, fresh fruit, healthy eating, food, nutrition, wellness, bowls, colorful, vibrant, natural, warm, close-up, textured, strawberries, blueberries, pineapple, fruit bowl",7,no
concept_04.jpg,Person Working on Laptop in Modern Workspace,"laptop, workspace, modern, minimalist, productivity, focus, work, office, remote work, coffee, papers, typing, keyboard, screen, monitor, technology, computing",19,no
concept_05.jpg,Serene Mountain Landscape with River,"mountain landscape, serene, peaceful, nature, environment, river, trees, misty, atmosphere, golden, warm, earthy, majestic, tranquil, breathtaking, outdoors, scenic",11,no
concept_06.jpg,Diverse Group of Friends Together,"diverse group, friends, inclusive, diversity, ethnicity, age, ability, joyful, vibrant, colorful, natural, warm, smiling, interactions, together, unity, friendship, community",13,no
concept_07.jpg,Person Practicing Yoga Indoors,"yoga, practice, indoor, serene, peaceful, natural, earthy, calm, focused, relaxed, posture, breathing, props, blocks, straps, wellness, self-care, mindfulness",6,no
concept_08.jpg,Person Working from Home Office,"remote work, home office, laptop, plants, coffee, cozy, inviting, productive, comfortable, natural, pastel, typing, keyboard, work from home, telecommuting, flexibility",3,no
concept_09.jpg,New Year's Eve Party Celebration,"New Year's Eve, party, celebration, friends, confetti, balloons, countdown, clock, vibrant, lively, festive, colorful, joyful, celebratory, holiday, party hats, noise makers",9,no
concept_10.jpg,Modern Office Reception Desk with Receptionist,"office reception, desk, receptionist, modern, sleek, plants, minimalist, natural, warm, neutral, welcoming, professional, smile, clean lines, reception area, lobby, waiting area",3,no
