Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals seated in a conference room, engaged in a discussion, with laptops and notepads, in a modern office setting with a city view.","diverse team, meeting room, modern office, collaboration, business, professionals, city view, laptops, notepads, conference table, wooden table, natural lighting, friendly, collaborative, diversity, inclusion, teamwork, office space","Business & Finance, People",no,no
concept_02.jpg,"A person meditating on a rocky coastline, surrounded by nature, with a calm and serene expression, in a peaceful outdoor setting.","meditation, outdoors, nature, relaxation, wellness, self-care, coastline, rocks, ocean, peaceful, serene, calm, mindfulness, yoga, mental health, outdoor activities, solitude","Lifestyle, Nature",no,no
concept_03.jpg,"A bowl of fresh fruit salad, with a variety of colorful fruits, in a modern and clean setting, with a focus on the textures and colors of the fruits.","fruit salad, fresh fruit, healthy eating, food, nutrition, wellness, bowls, colorful, vibrant, natural, warm, close-up, textured, strawberries, blueberries, pineapple, fruit bowl","Food & Drink, Healthy Eating",no,no
concept_04.jpg,"A person working on a laptop in a modern and minimalist workspace, with a few papers and a cup of coffee nearby, in a productive and focused environment.","laptop, workspace, modern, minimalist, productivity, focus, work, office, remote work, coffee, papers, typing, keyboard, screen, monitor, technology, computing","Technology, Business & Finance",no,no
concept_05.jpg,"A serene and peaceful mountain landscape with a few trees, a river, and a misty atmosphere, in a breathtaking and natural environment.","mountain landscape, serene, peaceful, nature, environment, river, trees, misty, atmosphere, golden, warm, earthy, majestic, tranquil, breathtaking, outdoors, scenic","Nature, Landscapes",no,no
concept_06.jpg,"A diverse group of friends from different ethnicities, ages, and abilities, gathered together, in a vibrant and lively atmosphere, with a focus on their smiling faces and interactions.","diverse group, friends, inclusive, diversity, ethnicity, age, ability, joyful, vibrant, colorful, natural, warm, smiling, interactions, together, unity, friendship, community","People, Lifestyle",no,no
concept_07.jpg,"A person practicing yoga indoors, with a few props, in a serene and peaceful atmosphere, with a focus on their relaxed posture and breathing.","yoga, practice, indoor, serene, peaceful, natural, earthy, calm, focused, relaxed, posture, breathing, props, blocks, straps, wellness, self-care, mindfulness","Wellness, Fitness",no,no
concept_08.jpg,"A person working from a home office, with a laptop, plants, and a cup of coffee, in a cozy and inviting atmosphere, with a focus on their hands typing on the keyboard.","remote work, home office, laptop, plants, coffee, cozy, inviting, productive, comfortable, natural, pastel, typing, keyboard, work from home, telecommuting, flexibility","Business & Finance, Technology",no,no
concept_09.jpg,"A group of friends celebrating New Year's Eve, with confetti, balloons, and a countdown clock, in a vibrant and lively party atmosphere, with a focus on their smiling faces and interactions.","New Year's Eve, party, celebration, friends, confetti, balloons, countdown, clock, vibrant, lively, festive, colorful, joyful, celebratory, holiday, party hats, noise makers","Events, Holidays",no,no
concept_10.jpg,"A modern and sleek office reception desk with a friendly receptionist, a few plants, and a minimalist background, in a welcoming and professional atmosphere.","office reception, desk, receptionist, modern, sleek, plants, minimalist, natural, warm, neutral, welcoming, professional, smile, clean lines, reception area, lobby, waiting area","Business & Finance, Office",no,no
