Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals seated in a conference room, engaged in a meeting and discussing ideas. The room is bright and airy with natural light pouring in through large windows.","diverse team, meeting room, conference room, collaboration, inclusion, business, office, professionals, discussion, ideas, natural light, wooden table, screen display, technology, communication, teamwork, leadership, strategy","Business/Finance, People",no,no
concept_02.jpg,"A diverse group of friends seated at a small outdoor café, laughing and chatting while enjoying coffee and pastries. The scene is warm and inviting with natural light.","outdoor café, friends, relaxation, social, coffee, pastries, laptops, natural light, warm colors, diverse group, leisure, lifestyle, café scene, socializing, community, connection","Food and Drink, People",no,no
concept_03.jpg,"A colorful and fresh fruit salad bowl filled with a variety of exotic fruits such as pitaya, mango, and kiwi. The scene is vibrant and inviting with natural light.","fruit salad, exotic fruits, vibrant colors, healthy eating, fresh food, natural light, food photography, still life, colorful, delicious, nutrition, wellness, foodie, instafood","Food, Still Life",no,no
concept_04.jpg,"A modern and minimalist remote worker laptop setup with a laptop, keyboard, mouse, and a few productivity books. The scene is warm and inviting with natural light.","remote work, laptop setup, productivity, focus, minimalist, natural light, technology, work from home, freelance, entrepreneur, online business, digital nomad, career, job","Technology, Business/Finance",no,no
concept_05.jpg,"A serene and peaceful mountain lake landscape with a few trees, rocks, and a misty mountain range in the background. The scene is tranquil and relaxing with natural light.","mountain lake, serene landscape, nature, environment, peaceful, calming, relaxing, misty mountains, trees, rocks, outdoors, travel, adventure, scenic, landscape photography","Nature, Landscapes",no,no
concept_06.jpg,"An inclusive and diverse workplace team meeting scene with a group of professionals seated around a conference table, engaged in discussion and listening to each other. The scene is warm and inviting ","inclusive workplace, diverse team, team meeting, collaboration, respect, communication, business, office, professionals, discussion, listening, diversity, inclusion, equity, leadership","Business/Finance, People",no,no
concept_07.jpg,"A peaceful and serene outdoor yoga practice scene with a person practicing yoga on a mat, surrounded by nature and a few props such as blocks and straps. The scene is mindful and meditative with natur","yoga practice, outdoor yoga, mindful, meditative, nature, wellness, self-care, relaxation, flexibility, balance, breathwork, exercise, fitness, health, lifestyle","Health and Wellness, People",no,no
concept_08.jpg,"A cozy and inviting home office workspace with a desk, chair, laptop, and a few plants and decorative items. The scene is warm and inviting with natural light.","home office, cozy workspace, remote work, productivity, focus, natural light, plants, decorative items, laptop, desk, chair, work from home, freelance, entrepreneur, online business","Business/Finance, Interiors",no,no
concept_09.jpg,"A modern and sleek conference room table with a large wooden table, comfortable chairs, and a few screens and presentation equipment. The scene is professional and collaborative with natural light.","conference room, modern table, comfortable chairs, screens, presentation equipment, business, office, meetings, collaboration, communication, technology, innovation, leadership, strategy","Business/Finance, Interiors",no,no
concept_10.jpg,"An active and adventurous senior hiking outdoor scene with a senior person hiking on a trail, surrounded by nature and a few scenic views. The scene is energetic and liberated with natural light.","senior hiking, outdoor adventure, active lifestyle, nature, scenic views, energy, liberation, freedom, travel, leisure, recreation, health, wellness, fitness, ageism","People, Lifestyles",no,no
