Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse professionals from different age groups and ethnicities seated around a conference table, engaged in a discussion, with laptops, notebooks, and pens, in a modern and well-lit office","diverse team, office meeting, conference room, business discussion, project planning, collaboration, teamwork, modern office, technology, laptops, notebooks, pens, diversity, inclusion, business, finance, professions, career, workspace, meeting, strategy","Business & Finance, People",no,no
concept_02.jpg,"A senior adult hiking on a scenic trail, surrounded by lush green trees and majestic mountains, wearing casual outdoor gear and holding a walking stick, with a serene and peaceful expression.","senior adult, hiking, outdoor, nature, mountains, trail, walking, exercise, fitness, adventure, travel, leisure, retirement, lifestyle, wellness, freedom, liberation, scenic, landscape, serene, peaceful","Lifestyle, Nature",no,no
concept_03.jpg,"A large bowl of fresh fruit salad, consisting of a variety of colorful fruits such as strawberries, blueberries, grapes, and pineapple, placed on a rustic wooden table, with decorative utensils and ga","fresh fruit, fruit salad, breakfast, healthy, food, nutrition, wellness, diet, lifestyle, morning, table setting, rustic, wooden, colorful, appetizing, inviting, fresh, natural, wholesome","Food and Drink, Still Life",no,no
concept_04.jpg,"A young programmer sitting in a coffee shop, typing away on a laptop, with a focused and intense expression, surrounded by casual and stylish attire, coffee cup, and notebooks.","young programmer, laptop, coding, coffee shop, technology, software, development, startup, entrepreneur, innovation, focus, intensity, modern, sleek, trendy, casual, stylish, career, job, work","Technology, Business & Finance",no,no
concept_05.jpg,"A serene and peaceful landscape scene with a majestic mountain range reflected in a calm lake, surrounded by lush greenery and trees, with a misty atmosphere and dramatic mountain peaks in the backgro","mountain range, lake, landscape, nature, environment, serene, peaceful, tranquil, majestic, dramatic, breathtaking, scenic, views, outdoor, recreation, leisure, travel, adventure, explore","Nature, Landscapes",no,no
concept_06.jpg,"A group of diverse friends from different ethnicities and age groups celebrating together, surrounded by colorful balloons and confetti, with happy and smiling expressions, arms around each other, in ","diverse friends, celebration, party, together, inclusion, diversity, ethnicity, age, joy, happiness, friendship, love, acceptance, community, social, gathering, event, festive, lively, vibrant","People, Lifestyle",no,no
concept_07.jpg,"A person sitting in a lotus position on a rocky cliff, surrounded by lush greenery and majestic mountains, with eyes closed and hands in a meditation pose, in a peaceful and serene atmosphere.","mindful meditation, outdoor, nature, wellness, self-care, relaxation, calm, peaceful, serene, breathtaking, landscape, scenic, views, rocky cliff, mountains, lifestyle, health, fitness","Wellness, Nature",no,no
concept_08.jpg,"A remote worker sitting in a coffee shop, typing away on a laptop, with a focused and productive expression, surrounded by casual and stylish attire, coffee cup, and notebooks.","remote worker, laptop, coffee shop, work, remote, flexible, freelance, digital nomad, startup, entrepreneur, productivity, focus, modern, cozy, casual, stylish, career, job, office","Business & Finance, Technology",no,no
concept_09.jpg,"A fit woman running on an outdoor track, wearing athletic gear and sneakers, with a motivated and determined expression, arms pumping and legs moving, in a sunny and bright atmosphere.","fit woman, running, outdoor, track, health, fitness, exercise, sports, athletic, motivation, determination, energy, dynamic, sunny, bright, outdoor recreation, lifestyle, wellness","Health & Fitness, Sports",no,no
concept_10.jpg,"A backpacker hiking on a scenic mountain trail, with majestic mountains and valleys in the background, wearing hiking gear and backpack, with a excited and liberated expression, walking stick in hand.","backpacker, hiking, mountain, trail, adventure, travel, outdoor, recreation, leisure, fitness, nature, landscape, scenic, views, majestic, mountains, valleys, explore, discover","Travel, Nature",no,no
