Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting In Office,"diverse team, office meeting, conference room, city view, natural light, wooden table, professional, business, corporate, workplace, teamwork, communication, collaboration, diversity, inclusion, meeting, discussion, brainstorming, strategy",3,no
concept_02.jpg,Senior Woman Hiking In Nature,"senior woman, hiking, outdoors, nature, forest, trail, active, fit, adventure, explore, travel, wellness, health, fitness, aging, retirement, leisure, recreation",9,no
concept_03.jpg,Freshly Brewed Coffee In Cup,"coffee, cup, freshly brewed, hot, steaming, caffeine, beverage, breakfast, morning, routine, coffee beans, pastry, bakery, cafe, coffee shop",4,no
concept_04.jpg,Person Using Virtual Reality Headset,"virtual reality, VR, headset, gaming, technology, innovation, future, immersive, experiential, entertainment, leisure, recreation, fun, play",19,no
concept_05.jpg,Solar Panel Farm In Nature,"solar panels, farm, renewable energy, sustainability, green, environment, nature, conservation, ecology, energy, power, clean, sustainable, eco-friendly",5,no
concept_06.jpg,Diverse Group Of Friends Laughing,"diverse group, friends, laughing, chatting, together, diversity, inclusion, multicultural, ethnic, background, community, social, connection, relationship, friendship",17,no
concept_07.jpg,Person Meditating On Beach,"meditation, beach, relaxation, calm, peaceful, serene, soothing, wellness, self-care, mindfulness, yoga, nature, outdoors, coastal, seaside",6,no
concept_08.jpg,Person Working From Home Office,"remote work, home office, work from home, laptop, coffee,  papers, productivity, focus, comfort, flexibility, freelance, entrepreneur, small business, startup",3,no
concept_09.jpg,Diverse Family Celebrating Holiday,"diverse family, holiday, celebration, together, love, joy, festive, vibrant, colorful, decorations, tree, gifts, presents, family time, tradition",15,no
concept_10.jpg,Young Woman Practicing Yoga Outdoors,"yoga, outdoors, nature, greenery, serene, peaceful, calming, relaxing, wellness, self-care, mindfulness, fitness, health, lifestyle, leisure",9,no
