Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Office Team Meeting Discussion,"office, meeting, team, diverse, colleagues, discussion, laptops, notes, wooden table, natural light, relaxed, business, corporate, professionals, workplace, teamwork, communication, collaboration, inclusion",3,no
concept_02.jpg,Young Woman Practicing Yoga Outdoors,"yoga, outdoors, nature, serene, peaceful, woman, young, wellness, fitness, health, relaxation, meditation, mindfulness, greenery, trees, water, mat, exercise, flexibility",6,no
concept_03.jpg,Fresh Fruit Salad Bowl with Variety,"fruit, salad, bowl, fresh, colorful, variety, strawberries, blueberries, pineapple, healthy, nutrition, wellness, food, dish, breakfast, lunch, snack, delicious, tasty",7,no
concept_04.jpg,Person Working on Laptop Remotely Outdoors,"laptop, remote, outdoors, nature, work, relaxed, person, natural light, warm colors, trees, water, rock, bench, screen glow, technology, mobile, flexible, freelance",19,no
concept_05.jpg,Serene Mountain Landscape with Lake,"mountain, landscape, serene, peaceful, nature, lake, river, trees, greenery, snow-capped, peaks, natural light, calm, relaxing, outdoors, environment, conservation, wilderness",11,no
concept_06.jpg,Diverse Group of Friends Socializing Outdoors,"diverse, group, friends, socializing, outdoors, park, backyard, natural light, warm colors, lively, laughter, conversation, relaxed, inclusion, diversity, equality, community, togetherness",17,no
concept_07.jpg,Woman Meditating in a Peaceful Environment,"meditation, peaceful, environment, woman, calm, serene, inner peace, relaxation, mindfulness, wellness, self-care, nature, plants, minimalist, simple, clutter-free, zen",6,no
concept_08.jpg,Person Working from a Coffee Shop,"coffee shop, remote work, laptop, productivity, community, bustling, natural light, warm colors, activity, work, freelance, mobile, flexible, cafe, co-working, startups",19,no
concept_09.jpg,Diverse Team Brainstorming Ideas in Office,"team, brainstorming, ideas, diverse, office, modern, natural light, bright colors, creative, collaboration, innovation, problem-solving, whiteboard, sticky notes, markers, business, corporate, professionals",3,no
concept_10.jpg,Active Senior Couple Hiking Outdoors Together,"senior, couple, hiking, outdoors, active, healthy, adventurous, nature, trees, landscape, trail, walking, together, love, relationship, fitness, wellness, aging",12,no
