Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting In Office,"diverse team, meeting room, office, conference table, modern office, natural light, professional, business, orporate, teamwork, communication, collaboration, diversity, inclusion, office setting, business meeting, strategy, planning, discussion",3,no
concept_02.jpg,Young Woman Jogging In Park,"young woman, outdoor exercise, jogging, park, fitness, health, wellness,  athletic wear, fitness tracker, sunlight, nature, greenery, flowers, blue sky, determination, energy, lifestyle, activity, sports",9,no
concept_03.jpg,Healthy Breakfast Meal Plate,"healthy breakfast, meal plate, fruits, whole grain, coffee, minimalist, natural light, food, drink, nutrition, wellness, morning meal, healthy eating, fresh ingredients, colorful, appetizing",7,no
concept_04.jpg,Remote Worker Home Office Setup,"remote worker, laptop setup, home office, minimalist desk, productivity, comfort, technology, work from home, flexibility, freelance, entrepreneur, modern, cozy, workspace, office setup, equipment",19,no
concept_05.jpg,Scenic Mountain Landscape View,"mountain landscape, scenic view, snow-capped peaks, lush forests, serene lake, clear blue sky, nature, environment, outdoors, panoramic, majestic, tranquil, breathtaking, wilderness, ecology, conservation",11,no
concept_06.jpg,Diverse Group Of Friends Socializing,"diverse group, friends, socializing, laughter, cafe, modern, trendy, welcoming, atmosphere, joy, camaraderie, diversity, inclusion, equality, togetherness, community, friendship, social",12,no
concept_07.jpg,Mindful Meditation Practice Scene,"mindful meditation, practice, serene, peaceful, minimalist, plants, calm, background, wellness, self-care, relaxation, focus, tranquility, meditation, yoga, mindfulness, inner peace",6,no
concept_08.jpg,Remote Worker Coffee Shop Setup,"remote worker, coffee shop, laptop setup, productivity, flexibility, freelance, entrepreneur, modern, bustling, atmosphere, work from anywhere, coffee, laptop, notes, remote, work, flexible",19,no
concept_09.jpg,Student Studying In Library Scene,"student, studying, library, books, notebook, laptop, wooden desk, concentration, determination, education, learning, knowledge, library, study, academic, school, university",16,no
concept_10.jpg,Diverse Team Collaboration Scene,"diverse team, collaboration, modern office, trendy, whiteboard, sticky notes, laptops, creativity, camaraderie, diversity, inclusion, equality, teamwork, communication, problem-solving, innovation, business",3,no
