Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of professionals from different ethnic backgrounds are seated around a conference table, engaged in a discussion, with a whiteboard and notes in the background, in a modern office setting.","business, team, meeting, diverse, office, conference, room, collaboration, productivity, professionals, ethnic, backgrounds, modern,  workspace, corporate, company, management, leadership, strategy","Business, Office",no,no
concept_02.jpg,"A young woman is hiking alone in a mountainous terrain, with a backpack and a walking stick, enjoying the scenic view, in a peaceful and serene environment.","lifestyle, young, woman, hiking, outdoor, nature, mountain, adventure,  solo, freedom, joy, serene,  peaceful, scenic, view, backpack, walking, stick, fitness, health, wellness","Lifestyle, Outdoor",no,no
concept_03.jpg,"A fresh fruit salad with a variety of colorful fruits, such as strawberries, blueberries, and pineapple, is served in a white bowl, on a clean and modern table.","food, drink, fresh, fruit, salad, healthy, delicious, appetizing, colorful, variety, strawberries, blueberries, pineapple, white, bowl, clean, modern, table, nutrition, wellness, diet","Food, Fruit",no,no
concept_04.jpg,"A person is holding a smartphone, standing in a busy city, with a modern building and cars in the background, in a fast-paced and dynamic environment.","technology, person, holding, smartphone, city, modern, dynamic, connectivity, innovation, mobile, device, urban, landscape, buildings, cars, traffic, communication, network, internet","Technology, Mobile",no,no
concept_05.jpg,"A beautiful sunset is seen over a serene beach, with the sky turning pink and orange, and the waves gently touching the shore, in a peaceful and natural environment.","nature, environment, sunset, beach, landscape, beautiful, serene, peaceful, tranquil, golden, warm, lighting, waves, shore, coastal, ocean, sea, scenic, view, relaxation, leisure","Nature, Beach",no,no
concept_06.jpg,"A group of friends from different ages and ethnicities are standing together, smiling and laughing, in a park or outdoor setting, in a happy and inclusive environment.","diversity, inclusion, group, friends, different, ages, ethnicities, backgrounds, unity, togetherness, inclusive, vibrant, natural, lighting, park, outdoor, setting, happy, smiling, laughing, community, social","Diversity, Inclusion",no,no
concept_07.jpg,"A woman is practicing yoga, outdoors in a natural setting, such as a park or a mountain, with a serene and peaceful atmosphere, in a calm and relaxed environment.","wellness, self-care, woman, practicing, yoga, outdoor, natural, setting, relaxation, calmness, well-being, peaceful, serene, soft, lighting, nature, park, mountain, fitness, health, mindfulness","Wellness, Yoga",no,no
concept_08.jpg,"A person is working on a laptop, in a busy coffee shop, with a cup of coffee and a notebook, in a modern and dynamic environment.","remote, work, person, laptop, coffee, shop, modern, dynamic, productivity, flexibility, convenience, freelance, telecommute, digital, nomad, workspace, cafe, internet, connectivity","Remote Work, Coffee Shop",no,no
concept_09.jpg,"A hand is holding a piggy bank, with coins and bills inside, in a colorful and vibrant environment, symbolizing savings and financial stability.","finance, money, hand, holding, piggy, bank, coins, bills, savings, financial, stability, security, investment, wealth, prosperity, economy, budget, management, personal, finance","Finance, Money",no,no
concept_10.jpg,"A person is using a virtual reality headset, in a futuristic and high-tech environment, with a sense of innovation and excitement, in a dark and moody atmosphere.","technology, person, using, virtual, reality, headset, innovation, excitement, exploration, futuristic, high-tech, dark, moody, atmosphere, gaming, entertainment, education, training, simulation, future","Technology, Virtual Reality",no,no
