Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of diverse business professionals are seated around a conference table in a modern office, engaged in a meeting. The room has a city view and natural light pours in through the glass wall. The","business, meeting, diversity, office, conference, team, professional, modern, city, view, natural, light, glass, wall, wooden, table, seated, relaxed, mood, urban, workspace, collaboration, communication","Business & Finance, People",no,no
concept_02.jpg,"A happy family of four, with two children, is enjoying a picnic in a park. They are seated on a colorful blanket, surrounded by a wicker basket and various food items. The scene is set in a lush green","family, picnic, park, outdoor, happy, children, parents, blanket, basket, food, fun, relaxation, leisure, nature, green,  trees, sun, sunny, day, vibrant, colorful, joyful, together, love","People, Lifestyle",no,no
concept_03.jpg,"A close-up image of a freshly brewed cup of coffee, placed on a simple wooden table. The coffee is in a white cup, and the scene is illuminated by natural light pouring in from the side.","coffee, cup, freshly, brewed, wooden, table, minimalist, close-up, high-contrast, natural, light, simple, composition, beverage, breakfast, morning, routine, daily,  Ritual, aroma, rich, flavorful","Food and Drink, Still Life",no,no
concept_04.jpg,"A young programmer is seated in a modern, minimalist room, focused on coding on a laptop. The room has a large glass window with a cityscape view, and the scene is dimly lit, with a shallow depth of f","programmer, coding, laptop, young, modern, minimalist, room, cityscape, glass, window, dimly, lit, shallow, depth, field, focused, concentrated, tech, technology, software, development, innovation, career","Business & Finance, Technology",no,no
concept_05.jpg,"A panoramic image of a serene mountain lake, surrounded by lush green trees and towering mountains. The sky has a few fluffy white clouds, and the scene is illuminated by warm, golden light, reflectin","mountain, lake, serene, landscape, panoramic, lush, green, trees, towering, mountains, clouds, white, fluffy, warm, golden, light, calm, water, nature, environment, scenic, breathtaking, peaceful, relaxing","Nature, Landscapes",no,no
concept_06.jpg,"A diverse group of friends, from different ages, genders, and ethnicities, are laughing and having fun together, in a colorful, urban environment. The scene is vibrant and energetic, with a shallow de","diverse, group, friends, laughing, fun, together, colorful, urban, environment, vibrant, energetic, shallow, depth, field, warm, sunny, lighting, inclusion, diversity, age, gender, ethnicity, culture, community, social, bonding","People, Diversity",no,no
concept_07.jpg,"A person is meditating outdoors, surrounded by nature, with a calm lake or ocean in the background. The scene is peaceful and serene, with warm, soft lighting, and a shallow depth of field, emphasizin","meditation, outdoors, nature, peaceful, serene, calm, lake, ocean, birds, flying, soft, lighting, shallow, depth, field, wellness, self-care, mindfulness, relaxation, stress, relief, inner, peace, balance, harmony","Health & Wellness, Mindfulness",no,no
concept_08.jpg,"A remote worker is seated in a comfortable home office, with a laptop and a cup of coffee. The scene is modern and cozy, with warm, soft lighting, and a shallow depth of field, emphasizing the worker'","remote, worker, laptop, coffee, home, office, comfortable, modern, cozy, warm, soft, lighting, shallow, depth, field, focused, expression, productivity, flexibility, freelance, career, work-life, balance, technological, advancements","Business & Finance, Technology",no,no
concept_09.jpg,"A happy family, with two children and two parents, is gathered around a decorated Christmas tree, with colorful lights, ornaments, and gifts. The scene is warm and joyful, with warm, soft lighting, an","family, Christmas, tree, decorated, colorful, lights, ornaments, gifts, happy, joyful, warm, soft, lighting, shallow, depth, field, celebration, holiday, tradition, love, together, season, festive, cheerful, heartwarming","People, Holidays",no,no
concept_10.jpg,"A diverse group of employees, from different ages, genders, and ethnicities, are seated in a modern, well-lit meeting room, with a cityscape background visible through a large glass window. The scene ","inclusive, workplace, meeting, room, diverse, group, employees, ages, genders, ethnicities, cityscape, background, glass, window, shallow, depth, field, engaged, expressions, diversity, inclusion, equity, belonging, culture, organizational, social, responsibility","Business & Finance, People",no,no
