Filename,Title,Keywords,Category,Releases
concept_01.jpg,Diverse Team Meeting In Conference Room,"business, meeting, diversity, office, conference, team, professional, modern, city, view, natural, light, glass, wall, wooden, table, seated, relaxed, mood, urban, workspace, collaboration, communication",3,no
concept_02.jpg,Family Enjoying Outdoor Picnic In Park,"family, picnic, park, outdoor, happy, children, parents, blanket, basket, food, fun, relaxation, leisure, nature, green,  trees, sun, sunny, day, vibrant, colorful, joyful, together, love",12,no
concept_03.jpg,Freshly Brewed Cup Of Coffee,"coffee, cup, freshly, brewed, wooden, table, minimalist, close-up, high-contrast, natural, light, simple, composition, beverage, breakfast, morning, routine, daily,  Ritual, aroma, rich, flavorful",4,no
concept_04.jpg,Young Programmer Coding On Laptop,"programmer, coding, laptop, young, modern, minimalist, room, cityscape, glass, window, dimly, lit, shallow, depth, field, focused, concentrated, tech, technology, software, development, innovation, career",19,no
concept_05.jpg,Serene Mountain Lake Landscape,"mountain, lake, serene, landscape, panoramic, lush, green, trees, towering, mountains, clouds, white, fluffy, warm, golden, light, calm, water, nature, environment, scenic, breathtaking, peaceful, relaxing",11,no
concept_06.jpg,Diverse Group Of Friends Laughing Together,"diverse, group, friends, laughing, fun, together, colorful, urban, environment, vibrant, energetic, shallow, depth, field, warm, sunny, lighting, inclusion, diversity, age, gender, ethnicity, culture, community, social, bonding",17,no
concept_07.jpg,Person Meditating Outdoors In Nature,"meditation, outdoors, nature, peaceful, serene, calm, lake, ocean, birds, flying, soft, lighting, shallow, depth, field, wellness, self-care, mindfulness, relaxation, stress, relief, inner, peace, balance, harmony",6,no
concept_08.jpg,Remote Worker With Laptop And Coffee,"remote, worker, laptop, coffee, home, office, comfortable, modern, cozy, warm, soft, lighting, shallow, depth, field, focused, expression, productivity, flexibility, freelance, career, work-life, balance, technological, advancements",19,no
concept_09.jpg,Happy Family Around Christmas Tree,"family, Christmas, tree, decorated, colorful, lights, ornaments, gifts, happy, joyful, warm, soft, lighting, shallow, depth, field, celebration, holiday, tradition, love, together, season, festive, cheerful, heartwarming",15,no
concept_10.jpg,Inclusive Workplace Meeting Room,"inclusive, workplace, meeting, room, diverse, group, employees, ages, genders, ethnicities, cityscape, background, glass, window, shallow, depth, field, engaged, expressions, diversity, inclusion, equity, belonging, culture, organizational, social, responsibility",3,no
