Filename,Description,Keywords,Categories,Editorial,Mature content
concept_01.jpg,"A group of professionals from different ethnic backgrounds and ages are seated around a conference table, engaged in a discussion. The scene is set in a modern office with a large window, allowing nat","diverse team, business meeting, office, conference table, professionals, collaboration, productivity, modern office, natural light, window, discussion, notes, ethnic diversity, age diversity, gender diversity, inclusion, teamwork, communication, leadership","Business, People",no,no
concept_02.jpg,"A young woman is hiking on a trail, surrounded by lush green trees and a bright blue sky. She is wearing a backpack and holding a water bottle, and appears to be enjoying the scenic view.","hiking, outdoor activity, nature, woman, Asian descent, adventure, fitness, health, wellness, travel, leisure, recreation, scenic view, landscape, trail, backpack, water bottle, blue sky, green trees","Lifestyle, Travel",no,no
concept_03.jpg,"A bowl of fresh fruit salad, containing a variety of fruits such as strawberries, blueberries, grapes, and pineapple, is placed on a clean kitchen counter. A few utensils and a cookbook are nearby.","fruit salad, fresh fruit, healthy eating, kitchen, food, drinks, nutrition, wellness, breakfast, snack, lunch, dinner, dessert, appetizer, strawberries, blueberries, grapes, pineapple","Food, Health",no,no
concept_04.jpg,"A remote work setup, consisting of a laptop, keyboard, and mouse, is placed on a desk in a cozy home office. A few books and papers are nearby, and a large window provides natural light.","remote work, home office, laptop, keyboard, mouse, desk, books, papers, window, comfortable chair, productivity, efficiency, flexibility, work-life balance, technology, modern, sleek","Business, Technology",no,no
concept_05.jpg,"A wind farm, consisting of multiple wind turbines, is set in a vast and open landscape, with a clear blue sky and a few white clouds in the background. The foreground is empty, with a few trees and hi","wind farm, renewable energy, sustainability, environment, nature, landscape, wind turbines, blue sky, white clouds, open space, green energy, clean energy, alternative energy","Environment, Energy",no,no
concept_06.jpg,"A group of employees from different ethnic and cultural backgrounds are working together in a modern office, surrounded by computers and papers. The atmosphere is collaborative and inclusive.","diverse employees, inclusive workplace, modern office, collaboration, teamwork, communication, leadership, ethnic diversity, cultural diversity, gender diversity, age diversity, disability diversity, inclusion, diversity, equity","Business, People",no,no
concept_07.jpg,"A person is seated on a rock, meditating in a quiet and natural environment, surrounded by trees and greenery. The atmosphere is serene and peaceful.","meditation, mindfulness, wellness, self-care, nature, outdoor, relaxation, serenity, peacefulness, calmness, quiet, contemplation, reflection, inner peace","Health, Wellness",no,no
concept_08.jpg,"A remote worker is seated at a small table in a coffee shop, with a laptop and a cup of coffee nearby. The atmosphere is lively and dynamic, with people moving and chatting in the background.","remote work, coffee shop, laptop, coffee, modern, vibrant, bustling, lively, dynamic, focused, productive, flexible, work-life balance, technology, freelance","Business, Lifestyle",no,no
concept_09.jpg,"A financial advisor is seated at a desk, explaining financial concepts to a client, surrounded by papers and a computer. The atmosphere is professional and sophisticated.","financial planning, financial advisor, client, office, modern, sleek, professional, sophisticated, expert, finance, money, investing, budgeting, saving, retirement","Business, Finance",no,no
concept_10.jpg,"A student is seated at a desk, participating in an online course or webinar, surrounded by a laptop and a few books. The atmosphere is cozy and engaging.","online learning, student, laptop, books, home study, cozy, minimalist, comfortable, focused, engaged, education, learning, e-learning, distance learning, online course, webinar","Education, Technology",no,no
